sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	copy_ratio	modal_cn	expected_cn	subclonal	cancer_cell_frac	ccf_ci95_low	ccf_ci95_high	hz	logR	norm_modal_cn	driverSCNA	arm	gps_start	gps_end
R3d1xx1	12	57559563	57573319	54	13756	0.01701	1e-05	0.65162	8	7.95456	0	1	1	1	0	0.382102789912242	3	NA	q13.3	2008473969	2008487725
R3d1xx1	12	57573557	57606058	231	32501	0.00822	1e-05	0.55202	6	5.99999	0	1	1	1	0	0.142792442728609	1	NA	q13.3	2008487963	2008520464
R3d1xx1	12	57606173	120565776	1013	62959603	0.00393	0.02345	0.60219	7	7	0	1	1	1	0	0.268290655901572	2	NA	q13.3-q24.23	2008520579	2071480182
R3d1xx1	12	120567128	124256247	259	3689119	0.00777	0.00137	0.54643	6	5.99963	0	1	1	1	0	0.128108597494496	1	NA	q24.23-q24.31	2071481534	2075170653
R3d1xx1	12	124257374	133767545	431	9510171	0.00602	0.00354	0.58261	7	6.98474	0	1	1	1	0	0.220602369424052	2	NA	q24.31-q24.33	2075171780	2084681951
R3d1xx1	13	19095546	115017146	1695	95921600	0.00304	0.03573	0.51054	5	5.00002	0	1	1	1	0	0.0300959035142827	0	NA	q11-q34	2103861847	2199783447
R3d1xx1	14	19075426	79348625	836	60273199	0.00432	0.02245	0.37558	3	3	0	1	1	1	0	-0.412807854763229	-2	Loss_14q31.1	q11.1-q31.1	2219011605	2279284804
R3d1xx1	14	79423565	83187565	107	3764000	0.01208	0.0014	0.44374	4	4.00148	0	1	1	1	0	-0.172213487186553	-1	NA	q31.1	2279359744	2283123744
R3d1xx1	14	83262956	107214193	321	23951237	0.00698	0.00892	0.38406	3	3	0	1	1	1	0	-0.380596380449981	-2	Loss_14q31.1	q31.1-q32.33	2283199135	2307150372
R3d1xx1	15	20074969	22512424	19	2437455	0.02868	0.00091	0.77846	10	10.00001	0	1	1	1	0	0.638694815599706	5	NA	q11.1-q11.2	2327360688	2329798143
R3d1xx1	15	22718998	62966007	548	40247009	0.00534	0.01499	0.49353	5	5	0	1	1	1	0	-0.0187903110450964	0	NA	q11.2-q22.2	2330004717	2370251726
R3d1xx1	15	62966057	67126465	229	4160408	0.00826	0.00155	0.44488	4	4.0005	0	1	1	1	0	-0.168511852632115	-1	NA	q22.2-q22.31	2370251776	2374412184
R3d1xx1	15	67201806	90335380	358	23133574	0.00661	0.00862	0.48565	5	5	0	1	1	1	0	-0.0420111332636861	0	NA	q22.32-q26.1	2374487525	2397621099
R3d1xx1	15	90335427	90725961	79	390534	0.01406	0.00015	0.40273	3	3.00712	0	1	1	1	0	-0.312115149946241	-2	NA	q26.1	2397621146	2398011680
R3d1xx1	15	90801088	102445766	156	11644678	0.01001	0.00434	0.50446	5	5	0	1	1	1	0	0.0128117837812791	0	NA	q26.1-q26.3	2398086807	2409731485
R3d1xx1	16	133256	2100494	38	1967238	0.02028	0.00073	0.53816	6	5.58816	0	1	1	1	0	0.106107068394543	1	NA	p13.3	2409950367	2411917605
R3d1xx1	16	2103382	2138622	141	35240	0.01053	1e-05	0.44037	4	4.00015	0	1	1	1	0	-0.183211905561459	-1	NA	p13.3	2411920493	2411955733
R3d1xx1	16	2214717	31855856	669	29641139	0.00483	0.01104	0.48267	5	4.99999	0	1	1	1	0	-0.0508909349708996	0	NA	p13.3-p11.2	2412031828	2441672967
R3d1xx1	16	31930573	35205898	39	3275325	0.02002	0.00122	0.59857	7	6.99958	0	1	1	1	0	0.259591878676659	2	NA	p11.2-p11.1	2441747684	2445023009
R3d1xx1	16	46611634	88496517	794	41884883	0.00444	0.0156	0.50111	5	5	0	1	1	1	0	0.00319923315444088	0	NA	q11.2-q24.2	2456428745	2498313628
R3d1xx1	16	88496566	88497369	15	803	0.03227	0	0.37467	3	2.99233	0	1	1	1	0	-0.416307629854281	-2	NA	q24.2	2498313677	2498314480
R3d1xx1	16	88497419	90219754	189	1722335	0.00909	0.00064	0.48778	5	5	0	1	1	1	0	-0.0356974890540954	0	NA	q24.2-q24.3	2498314530	2500036865
R3d1xx1	17	74406	7577050	112	7502644	0.01181	0.00279	0.46762	5	4.97188	0	1	1	1	0	-0.0965914599626784	0	NA	p13.3-p13.1	2500246270	2507748914
R3d1xx1	17	7577101	7626926	27	49825	0.02406	2e-05	0.37903	3	2.99942	0	1	1	1	0	-0.399616053513806	-2	NA	p13.1	2507748965	2507798790
R3d1xx1	17	7626976	7736866	335	109890	0.00683	4e-05	0.44627	4	4.00059	0	1	1	1	0	-0.164011268593242	-1	NA	p13.1	2507798840	2507908730
R3d1xx1	17	7812569	22039232	182	14226663	0.00927	0.0053	0.49872	5	5	0	1	1	1	0	-0.0036980348114438	0	NA	p13.1-p11.2	2507984433	2522211096
R3d1xx1	17	25338203	40369489	231	15031286	0.00822	0.0056	0.47411	5	4.99889	0	1	1	1	0	-0.0767062719596073	0	NA	q11.1-q21.2	2525510067	2540541353
R3d1xx1	17	40370164	40526129	113	155965	0.01176	6e-05	0.41017	3	3.10758	0	1	1	1	0	-0.285706118510791	-2	NA	q21.2	2540542028	2540697993
R3d1xx1	17	40602158	71266275	435	30664117	0.00599	0.01142	0.4752	5	4.99952	0	1	1	1	0	-0.0733932587486836	0	NA	q21.2-q25.1	2540774022	2571438139
R3d1xx1	17	71334752	76567828	548	5233076	0.00534	0.00195	0.44788	4	4.00089	0	1	1	1	0	-0.158815850540238	-1	NA	q25.1-q25.3	2571506616	2576739692
R3d1xx1	17	76568819	81122952	67	4554133	0.01527	0.0017	0.49308	5	5	0	1	1	1	0	-0.0201063585479992	0	NA	q25.3	2576740683	2581294816
R3d1xx1	18	235617	15334305	414	15098688	0.00614	0.00562	0.48434	5	5	0	1	1	1	0	-0.0459079397309677	0	NA	p11.32-p11.21	2581602691	2596701379
R3d1xx1	18	18740493	77941934	777	59201441	0.00448	0.02205	0.50537	5	5	0	1	1	1	0	0.0154119300288241	0	NA	q11.1-q23	2600107567	2659309008
R3d1xx1	19	132118	8971843	196	8839725	0.00893	0.00329	0.47516	5	4.99927	0	1	1	1	0	-0.0735147028365442	0	NA	p13.3-p13.2	2659576440	2668416165
R3d1xx1	19	8973532	8987340	36	13808	0.02083	1e-05	0.37237	3	2.99844	0	1	1	1	0	-0.425191248077233	-2	NA	p13.2	2668417854	2668431662
R3d1xx1	19	8992984	9007867	80	14883	0.01398	1e-05	0.56405	6	6.02813	0	1	1	1	0	0.173894960564315	1	NA	p13.2	2668437306	2668452189
R3d1xx1	19	9008164	9028309	103	20145	0.01232	1e-05	0.65515	8	7.99741	0	1	1	1	0	0.389897162115096	3	NA	p13.2	2668452486	2668472631
R3d1xx1	19	9028355	9087477	652	59122	0.0049	2e-05	0.50439	5	5	0	1	1	1	0	0.0126115782937947	0	NA	p13.2	2668472677	2668531799
R3d1xx1	19	9087526	17012114	400	7924588	0.00625	0.00295	0.46784	5	4.97687	0	1	1	1	0	-0.0959128784843745	0	NA	p13.2-p13.11	2668531848	2676456436
R3d1xx1	19	17013505	17133008	134	119503	0.0108	4e-05	0.41699	4	3.71316	0	1	1	1	0	-0.261915308635641	-1	NA	p13.11	2676457827	2676577330
R3d1xx1	19	17137333	24556146	101	7418813	0.01244	0.00276	0.46112	5	4.69869	0	1	1	1	0	-0.116785854262064	0	NA	p13.11-p11	2676581655	2684000468
R3d1xx1	19	27956429	41733331	253	13776902	0.00786	0.00513	0.4749	5	4.99929	0	1	1	1	0	-0.0743043386911121	0	NA	q11-q13.2	2687400751	2701177653
R3d1xx1	19	41808555	41859067	38	50512	0.02028	2e-05	0.39763	3	3.00392	0	1	1	1	0	-0.330501486834045	-2	NA	q13.2	2701252877	2701303389
R3d1xx1	19	41934654	59043445	226	17108791	0.00831	0.00637	0.4972	5	5	0	1	1	1	0	-0.0081017984969645	0	NA	q13.2-q13.43	2701378976	2718487767
R3d1xx1	20	135987	26244187	345	26108200	0.00673	0.00973	0.63657	7	7.16963	0	1	1	1	0	0.348391072970745	2	NA	p13-p11.1	2718709292	2744817492
R3d1xx1	20	29478403	59180738	432	29702335	0.00601	0.01106	0.58471	7	6.99495	0	1	1	1	0	0.22579317032568	2	Gain_20q13.33	q11.21-q13.33	2748051708	2777754043
R3d1xx1	20	59180782	62935280	108	3754498	0.01203	0.0014	0.65911	8	7.99956	0	1	1	1	0	0.398591164293156	3	NA	q13.33	2777754087	2781508585
R3d1xx1	21	14413813	48044695	477	33630882	0.00572	0.01253	0.51224	5	5.00007	0	1	1	1	0	0.0348918201886323	0	NA	q11.2-q22.3	2796012638	2829643520
R3d1xx1	22	16131356	51175001	511	35043645	0.00553	0.01305	0.48501	5	5	0	1	1	1	0	-0.0439136016047527	0	NA	q11.1-q13.33	2845860076	2880903721
R14d1xx1	1	93709	26912259	644	26818550	0.00493	0.00999	0.47801	7	6.90968	0	1	1	1	0	-0.0648872950924233	0	NA	p36.33-p36.11	93709	26912259
R14d1xx1	1	27022921	27057965	23	35044	0.02606	1e-05	0.46131	6	6.33287	0	1	1	1	0	-0.116191528271701	-1	NA	p36.11	27022921	27057965
R14d1xx1	1	27058012	39924162	850	12866150	0.00429	0.00479	0.46885	6	6.11371	0	1	1	1	0	-0.092801662274084	-1	Loss_1p36.11	p36.11-p34.3	27058012	39924162
R14d1xx1	1	39924745	103352580	897	63427835	0.00417	0.02363	0.50393	7	7	0	1	1	1	0	0.0112952506104235	0	NA	p34.3-p21.1	39924745	103352580
R14d1xx1	1	103354135	103484435	146	130300	0.01035	5e-05	0.40904	5	5.00146	0	1	1	1	0	-0.289686163749868	-2	NA	p21.1	103354135	103484435
R14d1xx1	1	103487239	121286065	321	17798826	0.00698	0.00663	0.49796	7	6.99999	0	1	1	1	0	-0.00589823636778531	0	NA	p21.1-p11.2	103487239	121286065
R14d1xx1	1	142633228	145321921	17	2688693	0.03032	0.001	0.63852	10	9.98676	0	1	1	1	0	0.352803714467302	3	NA	q21.1	142633228	145321921
R14d1xx1	1	145394877	152079988	119	6685111	0.01146	0.00249	0.45571	6	6.00249	0	1	1	1	0	-0.133812065796219	-1	NA	q21.1-q21.3	145394877	152079988
R14d1xx1	1	152080038	152085236	83	5198	0.01372	0	0.5951	9	9.00001	0	1	1	1	0	0.251204022914663	2	NA	q21.3	152080038	152085236
R14d1xx1	1	152085283	161856815	344	9771532	0.00674	0.00364	0.47375	7	6.60123	0	1	1	1	0	-0.077802151603633	0	NA	q21.3-q23.3	152085283	161856815
R14d1xx1	1	161931668	186645717	945	24714049	0.00407	0.00921	0.51185	7	7.00002	0	1	1	1	0	0.0337929888493031	0	NA	q23.3-q31.1	161931668	186645717
R14d1xx1	1	186645763	228404958	998	41759195	0.00396	0.01556	0.49236	7	6.9999	0	1	1	1	0	-0.0222145348231205	0	NA	q31.1-q42.13	186645763	228404958
R14d1xx1	1	228407055	228461217	66	54162	0.01539	2e-05	0.71148	11	11.06171	0	1	1	1	0	0.508895107674147	4	NA	q42.13	228407055	228461217
R14d1xx1	1	228461502	228470958	78	9456	0.01415	0	0.42511	6	5.57493	0	1	1	1	0	-0.234091898529135	-1	NA	q42.13	228461502	228470958
R14d1xx1	1	228471244	228493062	85	21818	0.01356	1e-05	0.6117	9	9.15101	0	1	1	1	0	0.290896181188303	2	NA	q42.13	228471244	228493062
R14d1xx1	1	228494098	228528395	124	34297	0.01123	1e-05	0.40975	5	5.00283	0	1	1	1	0	-0.287184145562628	-2	NA	q42.13	228494098	228528395
R14d1xx1	1	228528445	228559653	127	31208	0.01109	1e-05	0.48036	7	6.96113	0	1	1	1	0	-0.0578120733281171	0	NA	q42.13	228528445	228559653
R14d1xx1	1	228559702	228563403	34	3701	0.02144	0	0.39954	5	4.76807	0	1	1	1	0	-0.323588148898498	-2	NA	q42.13	228559702	228563403
R14d1xx1	1	228563463	240370918	247	11807455	0.00795	0.0044	0.49199	7	6.99975	0	1	1	1	0	-0.0232991026907867	0	NA	q42.13-q43	228563463	240370918
R14d1xx1	1	240370967	240371800	18	833	0.02946	0	0.36617	4	4.00466	0	1	1	1	0	-0.449414497701212	-3	NA	q43	240370967	240371800
R14d1xx1	1	240371849	249149416	205	8777567	0.00873	0.00327	0.48478	7	6.99416	0	1	1	1	0	-0.0445979144263446	0	NA	q43-q44	240371849	249149416
R14d1xx1	2	86985	92106651	1351	92019666	0.0034	0.03428	0.49865	7	7	0	1	1	1	0	-0.00390054471855563	0	NA	p25.3-p11.1	249337606	341357272
R14d1xx1	2	95400201	220435189	2363	125034988	0.00257	0.04658	0.50233	7	7	0	1	1	1	0	0.00670734289123946	0	NA	q11.1-q35	344650822	469685810
R14d1xx1	2	220435240	220435917	14	677	0.03341	0	0.38893	4	4.13026	0	1	1	1	0	-0.362417573969816	-3	NA	q35	469685861	469686538
R14d1xx1	2	220511067	243025566	409	22514499	0.00618	0.00839	0.50205	7	7	0	1	1	1	0	0.00590295685823641	0	NA	q35-q37.3	469761688	492276187
R14d1xx1	3	135374	52436969	936	52301595	0.00409	0.01948	0.35594	4	4	0	1	1	1	0	-0.49029402503782	-3	Loss_3p25.3	p26.3-p21.1	492585368	544886963
R14d1xx1	3	52437139	52610729	88	173590	0.01333	6e-05	0.28684	2	2.36065	0	1	1	1	0	-0.801681872180335	-5	NA	p21.1	544887133	545060723
R14d1xx1	3	52613048	64898973	248	12285925	0.00794	0.00458	0.34929	4	3.99993	0	1	1	1	0	-0.517502755209051	-3	NA	p21.1-p14.1	545063042	557348967
R14d1xx1	3	64973726	71581215	87	6607489	0.0134	0.00246	0.41222	5	5.01504	0	1	1	1	0	-0.278513591948954	-2	NA	p14.1-p13	557423720	564031209
R14d1xx1	3	71656010	90429560	249	18773550	0.00792	0.00699	0.51645	7	7.00025	0	1	1	1	0	0.0467005867416223	0	NA	p13-p11.1	564106004	582879554
R14d1xx1	3	93580592	197887091	1812	104306499	0.00294	0.03886	0.50484	7	7	0	1	1	1	0	0.0138981290531339	0	NA	q11.1-q29	586030586	690337085
R14d1xx1	4	88952	49263653	645	49174701	0.00492	0.01832	0.36696	4	4.00005	0	1	1	1	0	-0.446305282354851	-3	NA	p16.3-p11	690561376	739736077
R14d1xx1	4	52735917	177529507	2049	124793590	0.00276	0.04649	0.36016	4	4	0	1	1	1	0	-0.473290132982656	-3	Loss_4q34.3	q12-q34.3	743208341	868001931
R14d1xx1	4	177605061	180619715	85	3014654	0.01356	0.00112	0.4174	5	5.08695	0	1	1	1	0	-0.260497494389614	-2	NA	q34.3	868077485	871092139
R14d1xx1	4	180684742	190376159	453	9691417	0.00587	0.00361	0.36595	4	4.00004	0	1	1	1	0	-0.450281549328128	-3	Loss_4q34.3	q34.3-q35.2	871157166	880848583
R14d1xx1	5	85674	46330831	934	46245157	0.00409	0.01723	0.4836	7	6.99323	0	1	1	1	0	-0.0481138503003259	0	NA	p15.33-p11	881712374	927957531
R14d1xx1	5	49630948	108138203	986	58507255	0.00398	0.0218	0.49445	7	6.99996	0	1	1	1	0	-0.0161034553977048	0	NA	q11.1-q21.3	931257648	989764903
R14d1xx1	5	108213324	180847297	1599	72633973	0.00313	0.02706	0.63627	10	9.99982	0	1	1	1	0	0.347711005530563	3	Gain_5q35.3	q21.3-q35.3	989840024	1062473997
R14d1xx1	6	135324	28269094	377	28133770	0.00644	0.01048	0.49401	7	6.99993	0	1	1	1	0	-0.0173878490199416	0	NA	p25.3-p22.1	1062677284	1090811054
R14d1xx1	6	28343917	33322539	97	4978622	0.01269	0.00185	0.2936	3	2.8609	0	1	1	1	0	-0.768076126706236	-4	NA	p22.1-p21.32	1090885877	1095864499
R14d1xx1	6	33397561	58539101	449	25141540	0.0059	0.00937	0.49524	7	6.99996	0	1	1	1	0	-0.0138002507086209	0	NA	p21.32-p11.2	1095939521	1121081061
R14d1xx1	6	61942522	151021222	1672	89078700	0.00306	0.03318	0.49848	7	7	0	1	1	1	0	-0.00439247287100798	0	NA	q11.1-q25.1	1124484482	1213563182
R14d1xx1	6	151096055	152774826	600	1678771	0.0051	0.00063	0.4639	6	6.01359	0	1	1	1	0	-0.108114248699613	-1	NA	q25.1-q25.2	1213638015	1215316786
R14d1xx1	6	152776604	170982159	329	18205555	0.00689	0.00678	0.50261	7	7	0	1	1	1	0	0.00751128068235531	0	NA	q25.2-q27	1215318564	1233524119
R14d1xx1	7	121242	4839122	63	4717880	0.01575	0.00176	0.5195	7	7.00217	0	1	1	1	0	0.0551956542421246	0	NA	p22.3-p22.1	1233778269	1238496149
R14d1xx1	7	4839270	4896738	61	57468	0.016	2e-05	0.37418	4	4.00571	0	1	1	1	0	-0.418195646602432	-3	NA	p22.1	1238496297	1238553765
R14d1xx1	7	4917268	57829046	1082	52911778	0.0038	0.01971	0.52181	7	7.002	0	1	1	1	0	0.0615964974323731	0	NA	p22.1-p11.2	1238574295	1291486073
R14d1xx1	7	61118627	82390802	283	21272175	0.00743	0.00792	0.47162	6	6.38302	0	1	1	1	0	-0.0843031948712027	-1	NA	q11.1-q21.11	1294775654	1316047829
R14d1xx1	7	82410816	82679688	257	268872	0.0078	1e-04	0.52446	7	7.00776	0	1	1	1	0	0.0689046493122529	0	NA	q21.11	1316067843	1316336715
R14d1xx1	7	82763601	82785676	58	22075	0.01641	1e-05	0.43897	6	5.98959	0	1	1	1	0	-0.187805748133878	-1	NA	q21.11	1316420628	1316442703
R14d1xx1	7	82791690	100674920	778	17883230	0.00448	0.00666	0.50617	7	7	0	1	1	1	0	0.017693908543456	0	NA	q21.11-q22.1	1316448717	1334331947
R14d1xx1	7	100674970	100687060	242	12090	0.00804	0	0.65302	10	10.00001	0	1	1	1	0	0.385199082885814	3	NA	q22.1	1334331997	1334344087
R14d1xx1	7	100691270	101662917	50	971647	0.01768	0.00036	0.44261	6	5.99601	0	1	1	1	0	-0.175892048205212	-1	NA	q22.1	1334348297	1335319944
R14d1xx1	7	101736842	107474642	131	5737800	0.01092	0.00214	0.54544	8	7.96234	0	1	1	1	0	0.125492409703135	1	Gain_7q22.3	q22.1-q31.1	1335393869	1341131669
R14d1xx1	7	107549129	141740523	661	34191394	0.00486	0.01274	0.50365	7	7	0	1	1	1	0	0.0104934192484527	0	NA	q31.1-q34	1341206156	1375397550
R14d1xx1	7	141740583	141795532	153	54949	0.01011	2e-05	0.57959	9	8.91586	0	1	1	1	0	0.213104608573963	2	NA	q34	1375397610	1375452559
R14d1xx1	7	141796122	159053835	602	17257713	0.00509	0.00643	0.49744	7	6.99999	0	1	1	1	0	-0.00740557309574766	0	NA	q34-q36.3	1375453149	1392710862
R14d1xx1	8	83607	43613060	617	43529453	0.00503	0.01622	0.5024	7	7	0	1	1	1	0	0.00690836934217749	0	NA	p23.3-p11.1	1392879297	1436408750
R14d1xx1	8	47064138	85755740	747	38691602	0.00457	0.01441	0.50867	7	7	0	1	1	1	0	0.0248019155162534	0	NA	q11.1-q21.2	1439859828	1478551430
R14d1xx1	8	85830304	144997525	1564	59167221	0.00316	0.02204	0.64506	10	10	0	1	1	1	0	0.367505263596711	3	Gain_8q24.21	q21.2-q24.3	1478625994	1537793215
R14d1xx1	8	144997574	145000031	50	2457	0.01768	0	0.61485	9	9.45444	0	1	1	1	0	0.298306395806486	2	NA	q24.3	1537793264	1537795721
R14d1xx1	8	145000952	146230986	177	1230034	0.0094	0.00046	0.57332	8	8.47466	0	1	1	1	0	0.19741251276862	1	NA	q24.3	1537796642	1539026676
R14d1xx1	9	86126	38839862	775	38753736	0.00449	0.01444	0.36153	4	4	0	1	1	1	0	-0.467812726949033	-3	Loss_9p21.3	p24.3-p13.1	1539245838	1577999574
R14d1xx1	9	38914709	41790406	27	2875697	0.02406	0.00107	0.31879	3	3.4645	0	1	1	1	0	-0.649321720190983	-4	NA	p13.1-p12	1578074421	1580950118
R14d1xx1	9	41865228	47238907	52	5373679	0.01733	0.002	0.35861	4	4.00003	0	1	1	1	0	-0.479512375924644	-3	NA	p12-p11.2	1581024940	1586398619
R14d1xx1	9	66763769	70412633	23	3648864	0.02606	0.00136	0.43188	6	5.90539	0	1	1	1	0	-0.211297586790928	-1	NA	q13-q21.11	1605923481	1609572345
R14d1xx1	9	70646002	135696172	1285	65050170	0.00349	0.02423	0.35282	4	3.99999	0	1	1	1	0	-0.502995750876865	-3	NA	q21.11-q34.13	1609805714	1674855884
R14d1xx1	9	135771651	135787756	64	16105	0.01562	1e-05	0.30823	3	3.00451	0	1	1	1	0	-0.697920808813712	-4	NA	q34.13	1674931363	1674947468
R14d1xx1	9	135787802	141078492	93	5290690	0.01296	0.00197	0.38993	4	4.48962	0	1	1	1	0	-0.358712939417684	-3	NA	q34.13-q34.3	1674947514	1680238204
R14d1xx1	10	135526	38940611	771	38805085	0.0045	0.01446	0.4792	7	6.94665	0	1	1	1	0	-0.0613001867606637	0	NA	p15.3-p11.1	1680508669	1719313754
R14d1xx1	10	42818106	135299720	1383	92481614	0.00336	0.03445	0.50059	7	7	0	1	1	1	0	0.00170137653339422	0	NA	q11.21-q26.3	1723191249	1815672863
R14d1xx1	11	139197	1263713	149	1124516	0.01024	0.00042	0.50351	7	7	0	1	1	1	0	0.0100923363876851	0	NA	p15.5	1816047087	1817171603
R14d1xx1	11	1263763	1272943	175	9180	0.00945	0	0.67844	10	10.28249	0	1	1	1	0	0.440293137072139	3	NA	p15.5	1817171653	1817180833
R14d1xx1	11	1273603	6592991	434	5319388	0.006	0.00198	0.46092	6	6.00411	0	1	1	1	0	-0.11741172518459	-1	NA	p15.5-p15.4	1817181493	1822500881
R14d1xx1	11	6593040	51342530	641	44749490	0.00494	0.01667	0.5025	7	7	0	1	1	1	0	0.00719550140420377	0	NA	p15.4-p11.12	1822500930	1867250420
R14d1xx1	11	54769677	78498096	445	23728419	0.00593	0.00884	0.48307	7	6.99031	0	1	1	1	0	-0.0496958347382168	0	NA	q11-q14.1	1870677567	1894405986
R14d1xx1	11	78507236	78776025	40	268789	0.01976	1e-04	0.42508	6	5.66371	0	1	1	1	0	-0.234193713067637	-1	NA	q14.1	1894415126	1894683915
R14d1xx1	11	78780783	98306627	725	19525844	0.00464	0.00727	0.52479	7	7.00841	0	1	1	1	0	0.0698121344286523	0	NA	q14.1-q22.1	1894688673	1914214517
R14d1xx1	11	98381368	129659096	677	31277728	0.0048	0.01165	0.48927	7	6.99951	0	1	1	1	0	-0.0312972694597573	0	NA	q22.1-q24.3	1914289258	1945566986
R14d1xx1	11	129734622	129758650	93	24028	0.01296	1e-05	0.42308	5	5.37863	0	1	1	1	0	-0.240997607214378	-2	NA	q24.3	1945642512	1945666540
R14d1xx1	11	129762599	134871978	74	5109379	0.01453	0.0019	0.52428	7	7.00886	0	1	1	1	0	0.0684094167285619	0	NA	q24.3-q25	1945670489	1950779868
R14d1xx1	12	77870	6478585	88	6400715	0.01333	0.00238	0.65647	10	10.00013	0	1	1	1	0	0.392800988066052	3	NA	p13.33-p13.31	1950992276	1957392991
R14d1xx1	12	6554269	8552502	78	1998233	0.01415	0.00074	0.51531	7	7.00046	0	1	1	1	0	0.0435124945188227	0	NA	p13.31	1957468675	1959466908
R14d1xx1	12	8629685	34780948	448	26151263	0.00591	0.00974	0.62321	10	9.90422	0	1	1	1	0	0.317790288118544	3	Gain_12p11.21	p13.31-p11.1	1959544091	1985695354
R14d1xx1	12	37933893	49422710	391	11488817	0.00632	0.00428	0.61861	10	9.53947	0	1	1	1	0	0.307102060288603	3	NA	q11-q13.12	1988848299	2000337116
R14d1xx1	12	49422761	49432232	107	9471	0.01208	0	0.52595	7	7.01495	0	1	1	1	0	0.0729975597999501	0	NA	q13.12	2000337167	2000346638
R14d1xx1	12	49432280	49436552	68	4272	0.01516	0	0.44879	6	6.00067	0	1	1	1	0	-0.155887564910218	-1	NA	q13.12	2000346686	2000350958
R14d1xx1	12	49436605	49443873	63	7268	0.01575	0	0.55621	8	7.99901	0	1	1	1	0	0.153701587986231	1	NA	q13.12	2000351011	2000358279
R14d1xx1	12	49443921	49446325	46	2404	0.01843	0	0.43512	6	5.9633	0	1	1	1	0	-0.200514763971498	-1	NA	q13.12	2000358327	2000360731
R14d1xx1	12	49446372	56558108	127	7111736	0.01109	0.00265	0.59144	9	8.99893	0	1	1	1	0	0.242303723562687	2	NA	q13.12-q13.2	2000360778	2007472514
R14d1xx1	12	56558156	57556785	180	998629	0.00932	0.00037	0.53005	7	7.07379	0	1	1	1	0	0.0842003616746553	0	NA	q13.2-q13.3	2007472562	2008471191
R14d1xx1	12	57559563	57573319	54	13756	0.01701	1e-05	0.6807	10	10.22886	0	1	1	1	0	0.445091014844044	3	NA	q13.3	2008473969	2008487725
R14d1xx1	12	57573557	57606058	231	32501	0.00822	1e-05	0.55938	8	8.00233	0	1	1	1	0	0.161900577917391	1	NA	q13.3	2008487963	2008520464
R14d1xx1	12	57606173	120565776	1013	62959603	0.00393	0.02345	0.63591	10	9.99976	0	1	1	1	0	0.346894501217363	3	NA	q13.3-q24.23	2008520579	2071480182
R14d1xx1	12	120567128	124256247	259	3689119	0.00777	0.00137	0.56335	8	8.01175	0	1	1	1	0	0.17210342844014	1	NA	q24.23-q24.31	2071481534	2075170653
R14d1xx1	12	124257374	133767545	431	9510171	0.00602	0.00354	0.6193	10	9.61201	0	1	1	1	0	0.308710351168077	3	NA	q24.31-q24.33	2075171780	2084681951
R14d1xx1	13	19095546	115017146	1695	95921600	0.00304	0.03573	0.51224	7	7.00002	0	1	1	1	0	0.0348918201886323	0	NA	q11-q34	2103861847	2199783447
R14d1xx1	14	19075426	79348625	836	60273199	0.00432	0.02245	0.3536	4	4	0	1	1	1	0	-0.499809820158018	-3	Loss_14q31.1	q11.1-q31.1	2219011605	2279284804
R14d1xx1	14	79423565	83187565	107	3764000	0.01208	0.0014	0.40352	5	4.99374	0	1	1	1	0	-0.309287914108592	-2	NA	q31.1	2279359744	2283123744
R14d1xx1	14	83262956	107214193	321	23951237	0.00698	0.00892	0.36885	4	4.00018	0	1	1	1	0	-0.438893859232211	-3	Loss_14q31.1	q31.1-q32.33	2283199135	2307150372
R14d1xx1	15	20074969	22512424	19	2437455	0.02868	0.00091	0.74236	12	11.97003	0	1	1	1	0	0.570190882070149	5	NA	q11.1-q11.2	2327360688	2329798143
R14d1xx1	15	22718998	62966007	548	40247009	0.00534	0.01499	0.50188	7	7	0	1	1	1	0	0.00541436072245937	0	NA	q11.2-q22.2	2330004717	2370251726
R14d1xx1	15	62966057	67126465	229	4160408	0.00826	0.00155	0.44221	6	5.99918	0	1	1	1	0	-0.177196444705443	-1	NA	q22.2-q22.31	2370251776	2374412184
R14d1xx1	15	67201806	90335380	358	23133574	0.00661	0.00862	0.50376	7	7	0	1	1	1	0	0.0108084775764987	0	NA	q22.32-q26.1	2374487525	2397621099
R14d1xx1	15	90335427	90725961	79	390534	0.01406	0.00015	0.39229	5	4.64373	0	1	1	1	0	-0.350007535241634	-2	NA	q26.1	2397621146	2398011680
R14d1xx1	15	90801088	102445766	156	11644678	0.01001	0.00434	0.51641	7	7.00034	0	1	1	1	0	0.0465888430364458	0	NA	q26.1-q26.3	2398086807	2409731485
R14d1xx1	16	133256	2100494	38	1967238	0.02028	0.00073	0.53741	7	7.20038	0	1	1	1	0	0.104095072046488	0	NA	p13.3	2409950367	2411917605
R14d1xx1	16	2103382	2138622	141	35240	0.01053	1e-05	0.43697	6	5.99023	0	1	1	1	0	-0.194393859410705	-1	NA	p13.3	2411920493	2411955733
R14d1xx1	16	2214717	31855856	669	29641139	0.00483	0.01104	0.48424	7	6.99476	0	1	1	1	0	-0.0462058387266139	0	NA	p13.3-p11.2	2412031828	2441672967
R14d1xx1	16	31930573	35205898	39	3275325	0.02002	0.00122	0.60672	9	9.1259	0	1	1	1	0	0.279102774461447	2	NA	p11.2-p11.1	2441747684	2445023009
