sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	copy_ratio	modal_cn	expected_cn	subclonal	cancer_cell_frac	ccf_ci95_low	ccf_ci95_high	hz	logR	norm_modal_cn	driverSCNA	arm	gps_start	gps_end
R6d1tg1	12	37933893	49420779	404	11486886	0.00622	0.00428	0.50751	2	2	0	1	1	1	0	0.0215081546188719	0	NA	q11-q13.12	1988848299	2000335185
R6d1tg1	12	49420828	49444901	281	24073	0.00746	1e-05	0.50453	2	2	0	1	1	1	0	0.0130119614897286	0	NA	q13.12	2000335234	2000359307
R6d1tg1	12	49444949	59276636	236	9831687	0.00814	0.00366	0.49497	2	2	0	1	1	1	0	-0.0145870084078839	0	NA	q13.12-q14.1	2000359355	2010191042
R6d1tg1	12	59276684	59313987	53	37303	0.01717	1e-05	0.45888	2	2	0	1	1	1	0	-0.123811165734907	0	NA	q14.1	2010191090	2010228393
R6d1tg1	12	59389570	109499292	836	50109722	0.00432	0.01868	0.49029	2	2	0	1	1	1	0	-0.028292758304626	0	NA	q14.1-q24.11	2010303976	2060413698
R6d1tg1	12	109574615	133767545	317	24192930	0.00702	0.00902	0.46726	2	2	0	1	1	1	0	-0.0977025549489684	0	NA	q24.11-q24.33	2060489021	2084681951
R6d1tg1	13	19095534	115017146	1324	95921612	0.00344	0.03575	0.49655	2	2	0	1	1	1	0	-0.00998909793909982	0	NA	q11-q34	2103861835	2199783447
R6d1tg1	14	19075755	107216558	2051	88140803	0.00276	0.03285	0.48731	2	2	0	1	1	1	0	-0.0370882667704696	0	NA	q11.1-q32.33	2219011934	2307152737
R6d1tg1	15	20074969	22345884	15	2270915	0.03227	0.00085	0.69612	3	3	0	1	1	1	0	0.477407930270248	1	NA	q11.1-q11.2	2327360688	2329631603
R6d1tg1	15	22429153	84908837	1006	62479684	0.00394	0.02329	0.50282	2	2	0	1	1	1	0	0.0081139401673366	0	NA	q11.2-q25.2	2329714872	2392194556
R6d1tg1	15	85105931	86284694	233	1178763	0.00819	0.00044	0.48998	2	2	0	1	1	1	0	-0.0292052323731673	0	NA	q25.2-q25.3	2392391650	2393570413
R6d1tg1	15	86286754	102445742	225	16158988	0.00833	0.00602	0.49945	2	2	0	1	1	1	0	-0.00158783801608181	0	NA	q25.3-q26.3	2393572473	2409731461
R6d1tg1	16	133256	29900054	561	29766798	0.00528	0.01109	0.48324	2	2	0	1	1	1	0	-0.0491882167699015	0	NA	p13.3-p11.2	2409950367	2439717165
R6d1tg1	16	29975009	35205897	48	5230888	0.01804	0.00195	0.64247	3	3	0	1	1	1	0	0.361700994653852	1	NA	p11.2-p11.1	2439792120	2445023008
R6d1tg1	16	46611314	90216989	568	43605675	0.00524	0.01625	0.47622	2	2	0	1	1	1	0	-0.0702998835716082	0	NA	q11.2-q24.3	2456428425	2500034100
R6d1tg1	17	74406	7493275	113	7418869	0.01176	0.00276	0.48985	2	2	0	1	1	1	0	-0.029588054610527	0	NA	p13.3-p13.1	2500246270	2507665139
R6d1tg1	17	7569585	13197614	266	5628029	0.00766	0.0021	0.49425	2	2	0	1	1	1	0	-0.0166871289328791	0	NA	p13.1-p12	2507741449	2513369478
R6d1tg1	17	13273005	21038365	104	7765360	0.01226	0.00289	0.47398	2	2	0	1	1	1	0	-0.0771019102565853	0	NA	p12-p11.2	2513444869	2521210229
R6d1tg1	17	21113756	22039232	11	925476	0.03769	0.00034	0.70251	3	3.00008	0	1	1	1	0	0.490590666884247	1	NA	p11.2	2521285620	2522211096
R6d1tg1	17	25337761	81122952	1310	55785191	0.00345	0.02079	0.49042	2	2	0	1	1	1	0	-0.0279102795771446	0	NA	q11.1-q25.3	2525509625	2581294816
R6d1tg1	18	85256	15335642	196	15250386	0.00893	0.00568	0.51641	2	2	0	1	1	1	0	0.0465888430364458	0	NA	p11.32-p11.21	2581452330	2596702716
R6d1tg1	18	18736044	77941934	777	59205890	0.00448	0.02207	0.50673	2	2	0	1	1	1	0	0.0192891485576999	0	NA	q11.1-q23	2600103118	2659309008
R6d1tg1	19	132118	24556146	627	24424028	0.00499	0.0091	0.48961	2	2	0	1	1	1	0	-0.0302950703472453	0	NA	p13.3-p11	2659576440	2684000468
R6d1tg1	19	27960972	38849613	220	10888641	0.00843	0.00406	0.51695	2	2	0	1	1	1	0	0.048096653272944	0	NA	q11-q13.2	2687405294	2698293935
R6d1tg1	19	38924449	41072227	611	2147778	0.00506	8e-04	0.46105	2	2	0	0.27	0.09823	0.42464	0	-0.117004878201373	0	NA	q13.2	2698368771	2700516549
R6d1tg1	19	41073608	51165580	170	10091972	0.00959	0.00376	0.51313	2	2	0	1	1	1	0	0.0373962798643416	0	NA	q13.2-q13.33	2700517930	2710609902
R6d1tg1	19	51165633	51214746	105	49113	0.0122	2e-05	0.42759	2	1.98154	1	0.49	0.27555	0.69853	0	-0.225699981583655	0	NA	q13.33	2710609955	2710659068
R6d1tg1	19	51215191	53784064	56	2568873	0.0167	0.00096	0.53611	2	2	0	1	1	1	0	0.100600950893772	0	NA	q13.33-q13.42	2710659513	2713228386
R6d1tg1	19	54077020	55151314	88	1074294	0.01333	4e-04	0.49002	2	2	0	1	1	1	0	-0.0290874613493559	0	NA	q13.42	2713521342	2714595636
R6d1tg1	19	55226166	59043631	49	3817465	0.01786	0.00142	0.45025	2	2	0	0.34	0.09507	0.58293	0	-0.151201818755811	0	NA	q13.42-q13.43	2714670488	2718487953
R6d1tg1	20	135524	25943947	339	25808423	0.00679	0.00962	0.49748	2	2	0	1	1	1	0	-0.0072895681874804	0	NA	p13-p11.1	2718708829	2744517252
R6d1tg1	20	29478404	62935280	523	33456876	0.00547	0.01247	0.49104	2	2	0	1	1	1	0	-0.026087543970327	0	NA	q11.21-q13.33	2748051709	2781508585
R6d1tg1	21	14413541	48044695	441	33631154	0.00595	0.01253	0.48357	2	2	0	1	1	1	0	-0.048203350287382	0	NA	q11.2-q22.3	2796012366	2829643520
R6d1tg1	22	16131356	51175001	512	35043645	0.00552	0.01306	0.49277	2	2	0	1	1	1	0	-0.0210136679305955	0	NA	q11.1-q13.33	2845860076	2880903721
R4d1tg1	1	93709	3607490	214	3513781	0.00854	0.00131	0.47352	2	2	0	1	1	1	0	-0.0785027329920969	0	NA	p36.33-p36.32	93709	3607490
R4d1tg1	1	3686583	24496078	520	20809495	0.00548	0.00776	0.47986	2	2	0	1	1	1	0	-0.0593145364837285	0	NA	p36.32-p36.11	3686583	24496078
R4d1tg1	1	24709983	121286065	1474	96576082	0.00326	0.03599	0.49696	2	2	0	1	1	1	0	-0.00879836004951051	0	NA	p36.11-p11.2	24709983	121286065
R4d1tg1	1	142633228	145637201	58	3003973	0.01641	0.00112	0.54681	2	2.00304	1	0.46	0.16384	0.75626	0	0.129111532143094	0	NA	q21.1	142633228	145637201
R4d1tg1	1	145702340	207680163	876	61977823	0.00422	0.0231	0.49665	2	2	0	1	1	1	0	-0.00969858343129396	0	NA	q21.1-q32.2	145702340	207680163
R4d1tg1	1	207684902	208640085	192	955183	0.00902	0.00036	0.55613	3	2.91664	1	0.54	0.29991	0.77411	0	0.153494069415524	1	NA	q32.2	207684902	208640085
R4d1tg1	1	208715245	209391690	10	676445	0.03953	0.00025	0.38893	1	1.00036	0	1	1	1	0	-0.362417573969816	-1	NA	q32.2	208715245	209391690
R4d1tg1	1	209466850	212247789	38	2780939	0.02028	0.00104	0.51097	2	2	0	1	1	1	0	0.031310495450189	0	NA	q32.2-q32.3	209466850	212247789
R4d1tg1	1	212322949	238356293	338	26033344	0.0068	0.0097	0.39782	1	1	0	1	1	1	0	-0.32981228685169	-1	NA	q32.3-q43	212322949	238356293
R4d1tg1	1	238432234	249149416	279	10717182	0.00748	0.00399	0.37938	1	1	0	1	1	1	0	-0.39828446954166	-1	NA	q43-q44	238432234	249149416
R4d1tg1	2	86985	29036703	420	28949718	0.0061	0.01079	0.51338	2	2	0	1	1	1	0	0.0380989983324581	0	NA	p25.3-p23.2	249337606	278287324
R4d1tg1	2	29112478	29929161	141	816683	0.01053	3e-04	0.4548	2	2	0	1	1	1	0	-0.136695840657202	0	NA	p23.2	278363099	279179782
R4d1tg1	2	29940441	89556428	884	59615987	0.0042	0.02222	0.49851	2	2	0	1	1	1	0	-0.00430564983117854	0	NA	p23.2-p11.2	279191062	338807049
R4d1tg1	2	95399733	144929230	1126	49529497	0.00373	0.01846	0.50149	2	2	0	1	1	1	0	0.00429283806525054	0	NA	q11.1-q22.3	344650354	394179851
R4d1tg1	2	145004799	243170925	1413	98166126	0.00333	0.03659	0.49741	2	2	0	1	1	1	0	-0.00749258289871243	0	NA	q22.3-q37.3	394255420	492421546
R4d1tg1	3	136041	48625481	899	48489440	0.00417	0.01807	0.39352	1	1	0	1	1	1	0	-0.345491134713484	-1	Loss_3p25.3	p26.3-p21.31	492586035	541075475
R4d1tg1	3	48700192	50119699	20	1419507	0.02795	0.00053	0.3064	1	0.80037	1	0.57	0.17586	0.9152	0	-0.706511797624492	-1	NA	p21.31	541150186	542569693
R4d1tg1	3	50194410	90429560	727	40235150	0.00464	0.015	0.37054	1	1	0	1	1	1	0	-0.432298804213935	-1	NA	p21.31-p11.1	542644404	582879554
R4d1tg1	3	93580643	108042714	222	14462071	0.00839	0.00539	0.40321	1	1	0	0.75	0.51121	0.95133	0	-0.310396675366234	-1	NA	q11.1-q13.13	586030637	600492708
R4d1tg1	3	108117712	181356782	1037	73239070	0.00388	0.0273	0.50519	2	2	0	1	1	1	0	0.0148979870465049	0	NA	q13.13-q26.33	600567706	673806776
R4d1tg1	3	181430182	181431069	19	887	0.02868	0	0.59841	3	3	0	1	1	1	0	0.259206189345313	1	NA	q26.33	673880176	673881063
R4d1tg1	3	181505180	195505339	415	14000159	0.00614	0.00522	0.46953	2	2	0	1	1	1	0	-0.090710754966756	0	NA	q26.33-q29	673955174	687955333
R4d1tg1	3	195505693	195506898	19	1205	0.02868	0	0.59046	3	3	0	1	1	1	0	0.239911234411168	1	NA	q29	687955687	687956892
R4d1tg1	3	195506947	195510811	75	3864	0.01443	0	0.82989	5	5	1	0.85	0.55637	0.9872	0	0.730992028353577	3	NA	q29	687956941	687960805
R4d1tg1	3	195510861	195513721	23	2860	0.02606	0	1.3036	9	9	1	0.85	0.44912	0.98732	0	1.38250125718911	7	NA	q29	687960855	687963715
R4d1tg1	3	195513771	195515527	36	1756	0.02083	0	0.72357	4	4	0	0.96	0.5812	1	0	0.533204498604614	2	NA	q29	687963765	687965521
R4d1tg1	3	195515577	197886222	88	2370645	0.01333	0.00088	0.5451	2	2.00044	1	0.45	0.17312	0.71669	0	0.124592825405823	0	NA	q29	687965571	690336216
R4d1tg1	4	88952	49263653	783	49174701	0.00447	0.01833	0.48822	2	2	0	1	1	1	0	-0.0343966983553343	0	NA	p16.3-p11	690561376	739736077
R4d1tg1	4	52735275	190818701	2346	138083426	0.00258	0.05146	0.49765	2	2	0	1	1	1	0	-0.00679665136387552	0	NA	q12-q35.2	743207699	881291125
R4d1tg1	5	85370	27229309	356	27143939	0.00662	0.01012	0.48761	2	2	0	1	1	1	0	-0.0362003815574725	0	NA	p15.33-p14.1	881712070	908856009
R4d1tg1	5	27304100	46330140	344	19026040	0.00674	0.00709	0.50793	2	2	0	1	1	1	0	0.0227015918514546	0	NA	p14.1-p11	908930800	927956840
R4d1tg1	5	49481015	180190233	2143	130709218	0.0027	0.04871	0.49284	2	2	0	1	1	1	0	-0.0208087417365998	0	NA	q11.1-q35.3	931107715	1061816933
R4d1tg1	5	180376279	180429789	21	53510	0.02728	2e-05	0.33474	1	1	0	1	1	1	0	-0.57888713766758	-1	NA	q35.3	1062002979	1062056489
R4d1tg1	5	180430831	180847297	29	416466	0.02321	0.00016	0.51012	2	2	0	1	1	1	0	0.0289085699235192	0	NA	q35.3	1062057531	1062473997
R4d1tg1	6	135217	28463545	547	28328328	0.00534	0.01056	0.5116	2	2	0	1	1	1	0	0.0330881693321878	0	NA	p25.3-p22.1	1062677177	1091005505
R4d1tg1	6	28538652	32713147	21	4174495	0.02728	0.00156	0.31915	1	0.99868	1	0.46	0.10012	0.83357	0	-0.647693447093664	-1	NA	p22.1-p21.32	1091080612	1095255107
R4d1tg1	6	33128993	42778741	123	9649748	0.01127	0.0036	0.51509	2	2	0	1	1	1	0	0.0428964368444856	0	NA	p21.32-p21.1	1095670953	1105320701
R4d1tg1	6	42854129	43017738	99	163609	0.01256	6e-05	0.4314	2	1.83139	1	0.51	0.23984	0.77212	0	-0.212901918388995	0	NA	p21.1	1105396089	1105559698
R4d1tg1	6	43017798	58539101	274	15521303	0.00755	0.00578	0.48364	2	2	0	1	1	1	0	-0.047994525620477	0	NA	p21.1-p11.2	1105559758	1121081061
R4d1tg1	6	61942522	114229781	681	52287259	0.00479	0.01949	0.51185	2	2	0	1	1	1	0	0.0337929888493031	0	NA	q11.1-q21	1124484482	1176771741
R4d1tg1	6	114304877	121428071	274	7123194	0.00755	0.00265	0.48287	2	2	0	1	1	1	0	-0.050293261104867	0	NA	q21-q22.31	1176846837	1183970031
R4d1tg1	6	121503187	170982159	711	49478972	0.00469	0.01844	0.50828	2	2	0	1	1	1	0	0.0236953692877661	0	NA	q22.31-q27	1184045147	1233524119
R4d1tg1	7	121242	12218148	253	12096906	0.00786	0.00451	0.57554	3	3	1	0.71	0.47297	0.91941	0	0.20298810418473	1	NA	p22.3-p21.3	1233778269	1245875175
R4d1tg1	7	12293103	57980673	723	45687570	0.00465	0.01703	0.61921	3	3	0	1	1	1	0	0.308500675745338	1	NA	p21.3-p11.2	1245950130	1291637700
R4d1tg1	7	61118627	76040696	190	14922069	0.00907	0.00556	0.57363	3	3	1	0.69	0.44684	0.91362	0	0.198192381940887	1	NA	q11.1-q11.23	1294775654	1309697723
R4d1tg1	7	76115665	151843840	1290	75728175	0.00348	0.02822	0.612	3	3	0	1	1	1	0	0.291603558030565	1	Gain_7q22.3	q11.23-q36.1	1309772692	1385500867
R4d1tg1	7	151845149	159053835	432	7208686	0.00601	0.00269	0.63613	3	3	0	1	1	1	0	0.347393530983974	1	NA	q36.1-q36.3	1385502176	1392710862
R4d1tg1	8	85136	43616065	740	43530929	0.0046	0.01622	0.49318	2	2	0	1	1	1	0	-0.0198137997813793	0	NA	p23.3-p11.1	1392880826	1436411755
R4d1tg1	8	47064138	72086427	329	25022289	0.00689	0.00933	0.51613	2	2	0	1	1	1	0	0.0458063946637904	0	NA	q11.1-q13.3	1439859828	1464882117
R4d1tg1	8	72161344	146230986	1324	74069642	0.00344	0.02761	0.49401	2	2	0	1	1	1	0	-0.0173878490199416	0	NA	q13.3-q24.3	1464957034	1539026676
R4d1tg1	9	85600	38686889	535	38601289	0.0054	0.01439	0.49586	2	2	0	1	1	1	0	-0.0119952440654358	0	NA	p24.3-p13.1	1539245312	1577846601
R4d1tg1	9	38761988	47238907	76	8476919	0.01434	0.00316	0.4455	2	2	0	0.39	0.11529	0.66831	0	-0.166502663140165	0	NA	p13.1-p11.2	1577921700	1586398619
R4d1tg1	9	65543125	141078492	1035	75535367	0.00389	0.02815	0.48991	2	2	0	1	1	1	0	-0.0294113548012644	0	NA	q12-q34.3	1604702837	1680238204
R4d1tg1	10	134766	32077292	636	31942526	0.00496	0.0119	0.48367	2	2	0	1	1	1	0	-0.0479050385868673	0	NA	p15.3-p11.22	1680507909	1712450435
R4d1tg1	10	32152824	37087220	159	4934396	0.00991	0.00184	0.49837	2	2	0	1	1	1	0	-0.00471086872824209	0	NA	p11.22-p11.21	1712525967	1717460363
R4d1tg1	10	37162485	38940611	23	1778126	0.02606	0.00066	0.60332	3	3	0	1	1	1	0	0.270995313471689	1	NA	p11.21-p11.1	1717535628	1719313754
R4d1tg1	10	42840919	46205239	122	3364320	0.01132	0.00125	0.4728	2	2	0	1	1	1	0	-0.080698059371917	0	NA	q11.21-q11.22	1723214062	1726578382
R4d1tg1	10	46278980	135449405	1463	89170425	0.00327	0.03323	0.48863	2	2	0	1	1	1	0	-0.0331856526441237	0	NA	q11.22-q26.3	1726652123	1815822548
R4d1tg1	11	139197	51342530	980	51203333	0.00399	0.01908	0.49555	2	2	0	1	1	1	0	-0.0128974650986136	0	NA	p15.5-p11.12	1816047087	1867250420
R4d1tg1	11	54769380	62287346	208	7517966	0.00867	0.0028	0.53429	2	2	1	0.36	0.12231	0.58703	0	0.0956949204290088	0	NA	q11-q12.3	1870677270	1878195236
R4d1tg1	11	62287395	62299711	248	12316	0.00794	0	0.67844	4	3.99807	1	0.57	0.34125	0.7975	0	0.440293137072139	2	NA	q12.3	1878195285	1878207601
R4d1tg1	11	62299760	134870991	1254	72571231	0.00353	0.02705	0.50456	2	2	0	1	1	1	0	0.013097743434331	0	NA	q12.3-q25	1878207650	1950778881
R4d1tg1	12	77870	34781321	490	34703451	0.00565	0.01293	0.49717	2	2	0	1	1	1	0	-0.00818885030110132	0	NA	p13.33-p11.1	1950992276	1985695727
R4d1tg1	12	37933893	49420779	404	11486886	0.00622	0.00428	0.49851	2	2	0	1	1	1	0	-0.00430564983117854	0	NA	q11-q13.12	1988848299	2000335185
R4d1tg1	12	49420828	49444901	281	24073	0.00746	1e-05	0.48714	2	2	0	1	1	1	0	-0.0375916443874623	0	NA	q13.12	2000335234	2000359307
R4d1tg1	12	49444949	59276636	236	9831687	0.00814	0.00366	0.50139	2	2	0	1	1	1	0	0.00400512766207764	0	NA	q13.12-q14.1	2000359355	2010191042
R4d1tg1	12	59276684	59313987	53	37303	0.01717	1e-05	0.45952	2	2	0	1	1	1	0	-0.12180044061376	0	NA	q14.1	2010191090	2010228393
R4d1tg1	12	59389570	109499292	836	50109722	0.00432	0.01868	0.495	2	2	0	1	1	1	0	-0.0144995696951151	0	NA	q14.1-q24.11	2010303976	2060413698
R4d1tg1	12	109574615	133767545	317	24192930	0.00702	0.00902	0.47201	2	2	0	1	1	1	0	-0.0831106700511289	0	NA	q24.11-q24.33	2060489021	2084681951
R4d1tg1	13	19095534	115017146	1324	95921612	0.00344	0.03575	0.50142	2	2	0	1	1	1	0	0.00409144680775737	0	NA	q11-q34	2103861835	2199783447
R4d1tg1	14	19075755	107216558	2051	88140803	0.00276	0.03285	0.49236	2	2	0	1	1	1	0	-0.0222145348231205	0	NA	q11.1-q32.33	2219011934	2307152737
R4d1tg1	15	20074969	22345884	15	2270915	0.03227	0.00085	0.6426	3	3.00001	0	1	1	1	0	0.361992885921963	1	NA	q11.1-q11.2	2327360688	2329631603
R4d1tg1	15	22429153	84908837	1006	62479684	0.00394	0.02329	0.50551	2	2	0	1	1	1	0	0.0158115369198811	0	NA	q11.2-q25.2	2329714872	2392194556
R4d1tg1	15	85105931	86284694	233	1178763	0.00819	0.00044	0.50017	2	2	0	1	1	1	0	0.000490432945025304	0	NA	q25.2-q25.3	2392391650	2393570413
R4d1tg1	15	86286754	102445742	225	16158988	0.00833	0.00602	0.49889	2	2	0	1	1	1	0	-0.00320634335020119	0	NA	q25.3-q26.3	2393572473	2409731461
R4d1tg1	16	133256	29900054	561	29766798	0.00528	0.01109	0.47672	2	2	0	1	1	1	0	-0.0687859423231758	0	NA	p13.3-p11.2	2409950367	2439717165
R4d1tg1	16	29975009	35205897	48	5230888	0.01804	0.00195	0.62903	3	3	0	1	1	1	0	0.331200729560803	1	NA	p11.2-p11.1	2439792120	2445023008
R4d1tg1	16	46611314	90216989	568	43605675	0.00524	0.01625	0.48073	2	2	0	1	1	1	0	-0.0567012570851011	0	NA	q11.2-q24.3	2456428425	2500034100
R4d1tg1	17	74406	7493275	113	7418869	0.01176	0.00276	0.49264	2	2	0	1	1	1	0	-0.0213943223919944	0	NA	p13.3-p13.1	2500246270	2507665139
R4d1tg1	17	7569585	13197614	266	5628029	0.00766	0.0021	0.4825	2	2	0	1	1	1	0	-0.0513991525066443	0	NA	p13.1-p12	2507741449	2513369478
R4d1tg1	17	13273005	21038365	104	7765360	0.01226	0.00289	0.47094	2	2	0	1	1	1	0	-0.0863848295639659	0	NA	p12-p11.2	2513444869	2521210229
R4d1tg1	17	21113756	22039232	11	925476	0.03769	0.00034	0.66007	3	3.00381	0	0.42	0.05899	0.86477	0	0.400690934580368	1	NA	p11.2	2521285620	2522211096
R4d1tg1	17	25337761	81122952	1310	55785191	0.00345	0.02079	0.49138	2	2	0	1	1	1	0	-0.0250889561291063	0	NA	q11.1-q25.3	2525509625	2581294816
R4d1tg1	18	85256	15335642	196	15250386	0.00893	0.00568	0.56097	3	2.99935	1	0.58	0.34142	0.81385	0	0.165995524416385	1	NA	p11.32-p11.21	2581452330	2596702716
R4d1tg1	18	18736044	77941934	777	59205890	0.00448	0.02207	0.55023	2	2.02336	1	0.49	0.28743	0.68686	0	0.13810670647398	0	NA	q11.1-q23	2600103118	2659309008
R4d1tg1	19	132118	24556146	627	24424028	0.00499	0.0091	0.49097	2	2	0	1	1	1	0	-0.0262932214135979	0	NA	p13.3-p11	2659576440	2684000468
R4d1tg1	19	27960972	38849613	220	10888641	0.00843	0.00406	0.5246	2	2	0	1	1	1	0	0.0692897127155347	0	NA	q11-q13.2	2687405294	2698293935
R4d1tg1	19	38924449	41072227	611	2147778	0.00506	8e-04	0.45181	2	2	1	0.34	0.1309	0.53807	0	-0.146211892348595	0	NA	q13.2	2698368771	2700516549
R4d1tg1	19	41073608	51165580	170	10091972	0.00959	0.00376	0.50302	2	2	0	1	1	1	0	0.00868766762295659	0	NA	q13.2-q13.33	2700517930	2710609902
R4d1tg1	19	51165633	51214746	105	49113	0.0122	2e-05	0.40357	1	1	0	0.75	0.47574	0.96031	0	-0.309109161423918	-1	NA	q13.33	2710609955	2710659068
R4d1tg1	19	51215191	53784064	56	2568873	0.0167	0.00096	0.52366	2	2	0	1	1	1	0	0.0667023132117264	0	NA	q13.33-q13.42	2710659513	2713228386
R4d1tg1	19	54077020	55151314	88	1074294	0.01333	4e-04	0.495	2	2	0	1	1	1	0	-0.0144995696951151	0	NA	q13.42	2713521342	2714595636
R4d1tg1	19	55226166	59043631	49	3817465	0.01786	0.00142	0.48113	2	2	0	1	1	1	0	-0.0555013359954991	0	NA	q13.42-q13.43	2714670488	2718487953
R4d1tg1	20	135524	25943947	339	25808423	0.00679	0.00962	0.49274	2	2	0	1	1	1	0	-0.0211015023538687	0	NA	p13-p11.1	2718708829	2744517252
R4d1tg1	20	29478404	62935280	523	33456876	0.00547	0.01247	0.49264	2	2	0	1	1	1	0	-0.0213943223919944	0	NA	q11.21-q13.33	2748051709	2781508585
R4d1tg1	21	14413541	48044695	441	33631154	0.00595	0.01253	0.47874	2	2	0	1	1	1	0	-0.0626857427867579	0	NA	q11.2-q22.3	2796012366	2829643520
R4d1tg1	22	16131356	51175001	512	35043645	0.00552	0.01306	0.48758	2	2	0	1	1	1	0	-0.0362891454931985	0	NA	q11.1-q13.33	2845860076	2880903721
R1d1tg1	1	93709	3607490	214	3513781	0.00854	0.00131	0.49627	2	2	0	1	1	1	0	-0.0108028499226594	0	NA	p36.33-p36.32	93709	3607490
R1d1tg1	1	3686583	24496078	520	20809495	0.00548	0.00776	0.47744	2	2	0	1	1	1	0	-0.066608654181574	0	NA	p36.32-p36.11	3686583	24496078
R1d1tg1	1	24709983	121286065	1474	96576082	0.00326	0.03599	0.50007	2	2	0	1	1	1	0	0.000201963168632543	0	NA	p36.11-p11.2	24709983	121286065
R1d1tg1	1	142633228	145637201	58	3003973	0.01641	0.00112	0.53053	2	2	0	1	1	1	0	0.0855062389623808	0	NA	q21.1	142633228	145637201
R1d1tg1	1	145702340	207680163	876	61977823	0.00422	0.0231	0.50271	2	2	0	1	1	1	0	0.00779829278708754	0	NA	q21.1-q32.2	145702340	207680163
R1d1tg1	1	207684902	208640085	192	955183	0.00902	0.00036	0.56452	2	2	1	0.36	0.18841	0.52935	0	0.175096599290168	0	NA	q32.2	207684902	208640085
R1d1tg1	1	208715245	209391690	10	676445	0.03953	0.00025	0.34549	1	1	0	1	1	1	0	-0.533284141608696	-1	NA	q32.2	208715245	209391690
R1d1tg1	1	209466850	212247789	38	2780939	0.02028	0.00104	0.52225	2	2	0	1	1	1	0	0.0628124924050212	0	NA	q32.2-q32.3	209466850	212247789
R1d1tg1	1	212322949	238356293	338	26033344	0.0068	0.0097	0.34606	1	1	0	1	1	1	0	-0.530905900383828	-1	NA	q32.3-q43	212322949	238356293
R1d1tg1	1	238432234	249149416	279	10717182	0.00748	0.00399	0.33807	1	1	0	1	1	1	0	-0.564606096318066	-1	NA	q43-q44	238432234	249149416
R1d1tg1	2	86985	29036703	420	28949718	0.0061	0.01079	0.51359	2	2	0	1	1	1	0	0.0386890174426746	0	NA	p25.3-p23.2	249337606	278287324
R1d1tg1	2	29112478	29929161	141	816683	0.01053	3e-04	0.46901	2	2	0	1	1	1	0	-0.0923094113863574	0	NA	p23.2	278363099	279179782
R1d1tg1	2	29940441	89556428	884	59615987	0.0042	0.02222	0.50554	2	2	0	1	1	1	0	0.0158971525694322	0	NA	p23.2-p11.2	279191062	338807049
R1d1tg1	2	95399733	144929230	1126	49529497	0.00373	0.01846	0.50582	2	2	0	1	1	1	0	0.0166959870532359	0	NA	q11.1-q22.3	344650354	394179851
R1d1tg1	2	145004799	243170925	1413	98166126	0.00333	0.03659	0.50177	2	2	0	1	1	1	0	0.0050981220832263	0	NA	q22.3-q37.3	394255420	492421546
R1d1tg1	3	136041	48625481	899	48489440	0.00417	0.01807	0.34291	1	1	0	1	1	1	0	-0.544098117881105	-1	Loss_3p25.3	p26.3-p21.31	492586035	541075475
R1d1tg1	3	48700192	50119699	20	1419507	0.02795	0.00053	0.24716	0	0.39264	1	0.56	0.27405	0.83767	1	-1.01648281633381	-2	NA	p21.31	541150186	542569693
R1d1tg1	3	50194410	90429560	727	40235150	0.00464	0.015	0.33469	1	1	0	1	1	1	0	-0.579102648631171	-1	NA	p21.31-p11.1	542644404	582879554
R1d1tg1	3	93580643	108042714	222	14462071	0.00839	0.00539	0.34253	1	1	0	1	1	1	0	-0.545697744899379	-1	NA	q11.1-q13.13	586030637	600492708
R1d1tg1	3	108117712	181356782	1037	73239070	0.00388	0.0273	0.51656	2	2	0	1	1	1	0	0.0470078373105378	0	NA	q13.13-q26.33	600567706	673806776
R1d1tg1	3	181430182	181431069	19	887	0.02868	0	0.57862	2	2.00074	1	0.45	0.16074	0.73182	0	0.210688095995333	0	NA	q26.33	673880176	673881063
R1d1tg1	3	181505180	195505339	415	14000159	0.00614	0.00522	0.47715	2	2	0	1	1	1	0	-0.0674852222887798	0	NA	q26.33-q29	673955174	687955333
R1d1tg1	3	195505693	195506898	19	1205	0.02868	0	0.54707	2	2	0	1	1	1	0	0.129797349084065	0	NA	q29	687955687	687956892
R1d1tg1	3	195506947	195510811	75	3864	0.01443	0	0.74924	3	3.00295	1	0.48	0.27712	0.68267	0	0.583499828533922	1	NA	q29	687956941	687960805
R1d1tg1	3	195510861	195513721	23	2860	0.02606	0	1.10558	6	6	1	0.65	0.37032	0.90371	0	1.14480342264615	4	NA	q29	687960855	687963715
R1d1tg1	3	195513771	195515527	36	1756	0.02083	0	0.69655	3	3	0	1	1	1	0	0.478298821705112	1	NA	q29	687963765	687965521
R1d1tg1	3	195515577	197886222	88	2370645	0.01333	0.00088	0.52022	2	2	0	1	1	1	0	0.0571937702646734	0	NA	q29	687965571	690336216
R1d1tg1	4	88952	49263653	783	49174701	0.00447	0.01833	0.48717	2	2	0	1	1	1	0	-0.0375028002798574	0	NA	p16.3-p11	690561376	739736077
R1d1tg1	4	52735275	190818701	2346	138083426	0.00258	0.05146	0.49634	2	2	0	1	1	1	0	-0.0105993688917819	0	NA	q12-q35.2	743207699	881291125
R1d1tg1	5	85370	27229309	356	27143939	0.00662	0.01012	0.49962	2	2	0	1	1	1	0	-0.00109686509262663	0	NA	p15.33-p14.1	881712070	908856009
